2018-09-26 21:33:11,weirdotoni,@apple me patrocina eh serio
2018-09-26 21:28:50,LaSotina,"Poco a poco va muriendo el cargador de mi iPhone, te odio @Apple"
2018-09-26 21:24:46,CiudadanoFran,@elcorteingles @Apple ¿Hace pajillas?
2018-09-26 21:13:21,idoia_losada,Mira @Apple yo te adoro pero odio que la batería de los iphone vaya como el jodido culo y sé desgasten mucho más rápido que antes.
2018-09-26 21:10:32,jcbc90,#AppleWatchSeries4 el mejor juguetito de @Apple https://t.co/6iY8HT8DDB
2018-09-26 21:09:36,MARISSKAL,@ServicioTelcel @Apple  servicio de @AppleMusicES  es una porqueria no logran activarlo https://t.co/t3s0BKMvDl
2018-09-26 21:01:59,AsensioSegura,"@elcorteingles @Apple Si la s. social, no va a pagar las pensiones dentro de 10años, porqué no destinan el pago de la s.s.,que paga mi empresa y yo, a un seguro privado de pensiones. O creen que podemos seguir trabajando,hasta el día de nuestra muerte o vivir en la miseria los últimos años de vida?"
2018-09-26 21:00:09,SoyEntrepreneur,#Tecnología  @Apple enfrenta nueva disputa legal con Qualcomm https://t.co/HtbXmlHdcK https://t.co/zNNGBPjXpf
2018-09-26 20:56:02,foropoliticodig,Esto es lo que le cuesta a @Apple fabricar el #iPhoneXSMax  https://t.co/KZJtK0ucNk https://t.co/8ZJS1M6Mtu
2018-09-26 20:55:34,BasurtoRicardoR,"@Apple Tengo un Hyundai eternity G24 de 1100 pesos, cuando superen el costo beneficio me cambio!"
2018-09-26 20:50:19,canary_spain,"@Apple Ya era hora de que lo hicieran con conexión, Esa dependencia constante del móvil no me terminaba de convencer ¿podrían cambiarme el series 3 que tengo por la serie 4 con conexión y pago la diferencia a los señores de Apple please m?"
2018-09-26 20:41:34,Eduardo86997891,@isa_marcial @Apple Que ponga cables decentes y cargador de carga rápida😂
2018-09-26 20:40:01,d_gonzlez,"@elcorteingles @Apple Cuando llegan existencias a Guadalajara, tengo 2 esperando..."
2018-09-26 20:26:32,TheNintyBoy,"@elcorteingles @Apple Mucho anuncio y spam, pero luego no hay forma de encontrarlo. 🙄"
2018-09-26 20:17:31,Ulises_Cuerna,@isa_marcial @Apple 35 mil varos más para esa petición. Atte: Apple
2018-09-26 20:17:19,mistercarter7,@elcorteingles @Apple Pues no se pero el de acero de 44mm llevo esperando 10 días y nada... el pedido sigue esperando preparación
2018-09-26 20:16:39,Jonatha76901764,@isa_marcial @Apple Vendrá pará la siguiente generación cómo '' innovación '' xd xd
2018-09-26 20:05:41,_eMISKY,"@ojbaeza @Apple Eso se soluciona comprándote un Aifon. Ya pueden esperar sentados, verdad? https://t.co/BhnfFhHdbj"
2018-09-26 20:02:39,OscarGarrucho,"@_Raul_Avila @diana_aceves_ @MicrosoftES @Apple He actualizado a High Sierra hace un par de meses, con eso lo digo to!"
2018-09-26 19:59:57,ojbaeza,"Pues sí, @Apple me está troleando https://t.co/8VYDdxIQSE"
2018-09-26 19:59:45,_Raul_Avila,"@diana_aceves_ @MicrosoftES @Apple Yo siempre suelo esperar un mes o dos para instalar este tipo de actualizaciones. Así me ahorro disgustos, porque siempre lían alguna de primeras."
2018-09-26 19:58:26,dns_all,Me jakiaton el iPhone @japonton se ve que @Apple es una buena empresa y me envía un pdf para revisar los detalles técnicos la alerta de log in mal escrito https://t.co/jmcKkFbSAn
2018-09-26 19:58:11,Paloma8aPaloma,Lamentable servicio técnico de @Apple: https://t.co/yo5NXcsclO
2018-09-26 19:55:30,DONCORLEONE44,@Apple Muy caros son mejores y los note.
2018-09-26 19:45:44,LaAndreaLoz,@Apple  para cuando sacan unos AirPods más verga que se les pueda subir y bajar el volumen tocándolos? Para comprarlos
2018-09-26 19:40:34,ATALLMAK,@Apple youtube cubo magnetico por Juan Atallah.
2018-09-26 19:33:20,AddyNovBa,@jaimecamil @Apple Te encantan los tenis y los iPhone jejejeje
2018-09-26 19:22:26,ManuWire,@Apple Mucha publicidad y 0 existencias
2018-09-26 19:17:34,Garfieldgarcia,"@elcorteingles @Apple 15€ y móvil de regalo, no doy más."
2018-09-26 19:15:41,bitacoraguti,@elcorteingles @Apple En vez de tanto anuncio mejor ser detallistas con los clientes. https://t.co/1NXPn9a00V
2018-09-26 19:14:39,soypeperamirez,"@Apple Ya estará disponible en Coppel o Elektra. es que lo quiero sacar a paguitos chiquitos para pagar poquito. No importa que sea a 30 años.(chascarrillo, no lo tomen a mal) https://t.co/i4lRVM7fiN"
2018-09-26 19:14:20,GRKKA,@SuperQuemao @Apple Gracias te tienen que dar ellos 🤪
2018-09-26 19:12:20,marcus_hergo,Porque ambas marcas pueden convivir juntas: iPhone Xs Max (@Apple) y Mi band 2 (@XiaomiEspana ) https://t.co/w1lvFdRn8H
2018-09-26 19:06:11,LilianaBTRJB_,Desde hace tiempo me llegan correos así Que no son de mi cuenta.Que esta pasando? @Apple https://t.co/WxMaL8E3iZ
2018-09-26 19:01:39,ViriYuridiaHS,"@jaimecamil @Apple Yo lo quiero, pero más quiero que me peles ❤😘"
2018-09-26 18:59:03,ChRiSTiAN_0384,@Apple NO FUNCIONA CON @orange_es
2018-09-26 18:58:56,yourwalterego,@elcorteingles @Apple Lo que siempre le he pedido es que tenga Android como sistema operativo https://t.co/gBdXWRSS23
2018-09-26 18:58:11,Darizuki,"Los de @Apple para vender te atienden al momento, pero cuando vas a otra cosita ahhhh vaia vaia"
2018-09-26 18:45:43,MarMeca1,@elcorteingles @Apple Si pero las gafas de sol...😎
2018-09-26 18:36:40,PeninsulaTres,¿Cuánto cuestan nuevos iPhone en México y cuánto en EU?   #Iphone #Apple @Apple #Life&amp;Style https://t.co/Fq4Mwh553k
2018-09-26 18:33:05,IgnacioGuolo,"@damiannb @OneClickArg @Apple Yo no estoy casado con ninguno, pero en la web de apple el único q daba turno era oneclickarg yo siempre compré en iPoint y MacStation y ninguno de los dos me daba turno simil Apple store. Si hay uno más barato decimos cual y así nos beneficiamos todos si no es puro bleff"
2018-09-26 18:32:01,condorlois,@CCC_Arg @Apple Nunca me paso ... y tampoco me acuerdo las claves 🤦‍♂️
2018-09-26 18:24:12,MaxFrackowiak,@Monsteratique @Apple Ca va cacher des nudes
2018-09-26 18:21:05,rockandrolla80,@elcorteingles @Apple Ya tenéis stock disponible?
2018-09-26 18:16:58,Beremuah,"Una hora esperando el soporte técnico de @BanorteEscucha @Banorte_mx por teléfono... En @Apple ni de chiste pasa eso, al contrario ellos te llaman para solucionar tu problema. Sea el producto o servicio que sea es #atencionAlCliente"
2018-09-26 18:11:35,MoradoTrue,"Con lo que me compro un #iPhoneXSMax de @Apple  hago una fiesta loca, loca, loca, con enanos repartiendo cocaina con charolas en la cabeza, en fila y bailando ""Los enanos si bailan, si señor"". -Barrios, 2018"
2018-09-26 18:05:50,harmattanman,@enriquecarrier @Apple Que gente jodida esta de @Apple siempre a contramano con tal de diferenciarse
2018-09-26 18:01:09,eracilara,"@apple, por que me matastes de desgosto?"
2018-09-26 17:56:00,iVibora,"@Apple Busco sugar daddy, para más información manden inbox 🔥😏"
2018-09-26 17:52:55,gabiprouso,"@Sergiqu @AppleSupport @DHLexpress @Apple Estos de Apple, que por tlf van un poco de sobraos, y esta vez les toca tragarse el cazo."
