2019-04-25 21:19:42,mikiangel0701,@vwargentina Soy una persona poco tecnológica que es un DM.
2019-04-25 20:58:29,mikiangel0701,@vwargentina Señores desde hace 4 años que vengo padeciendo con mi auto Bora 2014. Una reparación de motor y 2 cambios de motor por ruidos en el mismo. Pat. OBN 328 ..Como no me atiende nadie exijo el cambio del vehículo. Ahora voy a saber si son una empresa seria.
2019-04-25 16:31:08,ornellaspadaro,@vwargentina  si quieren vender autos búsquense empleados que falten al respeto a números desconocidos
2019-04-25 16:16:03,mitreyelcampo,La División de Camiones y Buses de @Volkswagen Argentina ofrece financiación para llegar a todos los modelos 0km 😉😎🚘 @carolina_jalon @vwargentina @VWAmarokArg https://t.co/gKzOAUFAo9 https://t.co/601S4miO4T
2019-04-25 15:48:22,bolche84,"@vwargentina hice un reclamo hace 20 días (error en facturación) y no tuve ninguna respuesta. Mandé mail, me comuniqué, Nadie sabe responderme pero cobrarme de más, es automático"
2019-04-25 13:44:42,SebaDjoker,"@vwargentina hola, tienen idea de cuál es la música que usan en este spot? https://t.co/3X0chIalXt"
2019-04-25 13:39:52,PodraSe,"@vwargentina son un desastreeeeee, imposible comunicarse con uds, 3 fallas en el auto comprado de cero y nadie se hace cargo"
2019-04-25 02:08:28,AmorArte_7,@dante_sica @mauriciomacri @NicoDujovne @CaroStanley Frenen a los estafadores @MundoMaipu @vwargentina cuotas impagables ! No se metan en los planes de ahorro
2019-04-25 02:07:08,AmorArte_7,@dante_sica @DiputadosAR A ver si hacen algo para frenar el aumento de los planes de autos! @mauriciomacri frenen a estos estafadores @MundoMaipu @vwargentina
2019-04-24 22:20:59,luigialmirall,@FBlancoM @DNDConsumidor @autoahorro_ @vwargentina @MundoMaipu @dante_sica Por favor una solución para todos los que pagamos un vehículo por autoplan Cuotas impagables . Una medida que las fábricas no sobrevaluan los autos 0km mes a mes.
2019-04-24 22:00:15,TiempoMotorARG,"Volkswagen presentó en el New York International Auto Show de 2019 en Estados Unidos, el Atlas Basecamp Concept @vwargentina https://t.co/7iFSjQDHbl"
2019-04-24 21:00:01,mitreyelcampo,Para recorrer los extensos campos argentinos elegimos el mejor vehículo 😉😎 subite vos también a una Volkswagen Amarok!🚘 @carolina_jalon @vwargentina @VWAmarokArg https://t.co/TwgbvDbDOQ
2019-04-24 20:45:40,Soutomotor,@vwargentina quien redacta? Quien revisa? https://t.co/zIlQ5jnrzN
2019-04-24 20:39:18,NaCiWi2,"@vwargentina Tienen una pésima atención telefónica, 3 personas me atendieron y ninguna asesora correctamente."
2019-04-24 19:43:10,tthomas_12,Son un papelon @vwargentina mas de dos semanas y todavia no me consiguen la optica del auto...
2019-04-24 18:03:11,autofaro,"Finalmente Volkswagen develó en Shanghai a un nuevo integrante de la familia ID., el ROOMZZ, un todo terreno de emisiones cero. cc @vwargentina @vwargentinapr https://t.co/TySF9XShe7 https://t.co/ctipfe9bAt"
2019-04-24 16:04:05,mitreyelcampo,Amarok apuesta siempre por el campo y te trae una financiación atractiva para que puedas acceder a tu primer Volkswagen😉 @carolina_jalon @vwargentina @VWAmarokArg https://t.co/17Zud3kQVG https://t.co/kLSJn9hzlJ
2019-04-24 15:31:03,gustavoseifer,@vwargentina Hola. Donde consigo el neumatico del Vento Highline. Bridgestone Ecopia 205/55 R17 ?? Gracias
2019-04-24 15:09:01,nachonolazco,@SacaloEnSegunda @vwargentina @Autoblogcomar @rafaeldudamel Quedate con el golf
2019-04-24 11:45:46,MartinAbilleira,"@SacaloEnSegunda @vwargentina @Autoblogcomar @rafaeldudamel Según ficha tecnica de vw tiene caja tiptronic, no dsg."
2019-04-24 11:18:57,autoexecutiveAR,"#VWFinancialServices con catarata de créditos para Amarok, tasas y plazos atractivos en financiación. Prepara lanzar créditos en el transporte con @vwargentina @VWCamionesBuses. Lo explica Luis Fernandez Aguirre. Miralo en AutoexecutiveTV o acá👉https://t.co/yz9VjaDyAw https://t.co/osUvTQw8WG"
2019-04-24 08:06:29,PoemasdemiBaul,A ver quien se preocupa y ocupa de los empleados de Concesionario Oficial Guido Guidi SA. - Volkswagen Sucursal Zona Sur que hace 90 dias que NO COBRAN y los tienen paseando de Sucursal en Sucursal  @sec_trabajo @ansesgob @AFIPcomunica @mauriciomacri @vwargentina
2019-04-24 04:11:02,AdrianMotta2345,"@SacaloEnSegunda @vwargentina @Autoblogcomar @rafaeldudamel sip, es DSG y tiene en vez del D = Drive, Modo S = Sport, pasa los cambios con un poco de mas Deportividad, y en D a la derecha tenes modo Secuencial, para pasar los cambios a lo TC, y por ahi capaz trae Levas en el Volante para también pasar los Cambios como F1 o STC 2000"
2019-04-23 23:22:15,pablopaulon,@leticiaernes @julyaguero @vwargentina @VWAmarokArg Primero vamos a agotar las instancias administrativas...
2019-04-23 23:16:51,leticiaernes,@pablopaulon @julyaguero @vwargentina @VWAmarokArg Y sino siempre hay abogadas cerca!🤣🤣💪💪😘😘
2019-04-23 22:44:01,SacaloEnSegunda,"Consulta para @vwargentina   El Vento 1.4 Confortline y Highline tienen caja Tiptronic o DSG?  🧐@Autoblogcomar tiene la respuesta, como siempre:  https://t.co/tgA7m1howy  La foto en la Web de VW me genera @rafaeldudamel https://t.co/QGCmdrT0Is"
2019-04-23 21:27:01,mitreyelcampo,"En el campo o en la ciudad nos acompaña siempre nuestra Volkswagen Amarok, el vehículo oficial de @mitreyelcampo !😎😎 @carolina_jalon @vwargentina @VWAmarokArg https://t.co/eoQojcjzqX"
2019-04-23 19:00:46,WorldEnergyTrad,Volkswagen se une a la iniciativa blockchain para adquirir un importante mineral. ¿Sabes cuál es? ¡Descubre aquí! https://t.co/WkZoOHR8pk #News #BreakingNews #Today #23Abr #FelizMartes #Blockchain @vwargentina @Volkswagen_MX
2019-04-23 18:27:02,mitreyelcampo,Amarok firmó un acuerdo de cooperación con La Asociación de Amigos de la Patagonia que lleva adelante el programa @ReforestArg para acompañar las actividades de restauración ecológica en la provincia de Chubut.  😎😎 @carolina_jalon @vwargentina @VWAmarokArg https://t.co/Bz6OGm1YAX
2019-04-23 16:50:57,CivitJuancho,@pablopaulon @vwargentina @VWAmarokArg Te apoyo en esta pablo!!!! Al final todas las automotrices son iguales!!!!
2019-04-23 15:35:42,pablopaulon,@vwargentina @VWAmarokArg Decisión unilateral. Son juez y parte. Cerraron el caso sin averiguar. Nunca me llamaron por teléfono. @vwargentina
2019-04-23 15:34:53,pablopaulon,@vwargentina @VWAmarokArg Mi nombre es Cristian Ledesma y pertenezco al departamento de Atención al cliente Post-venta en Fabrica Volkswagen Argentina.   reclamo n° 00837632
2019-04-23 14:44:05,pablopaulon,Que vergüenza @vwargentina te obligan a realizar service oficial para mantener garantía del vehículo y después no se hacen cargo del cambio de pieza. @VWAmarokArg
2019-04-23 10:22:23,autominuto,⚠️ A T E N C I Ó N ⚠️ @vwargentina llama a revisar unidades #Polo y #Virtus. ➡️Reparación GRATUITA en talleres oficiales. ➡️ Todos los detalles 👉https://t.co/OA0KmmaDU3 #TuAutoSano https://t.co/lASEiSzNj0
2019-04-23 03:17:01,LopezCocho,Ya largamos @autosxtvok en la pantalla de @elgarage_tv com mucha info automotriz. @miguelsilva73 @fiatargentina #unoWay + @vwargentina con el nuevo #GOL @vwargentinapr @carolina_jalon + @Axeldellolio y la licencia P #Principiantes  los espero Gracias por venir de Copilotos 😀🚗 https://t.co/RVeqRdchVe
2019-04-23 02:28:46,PennySoChik,Hola @vwargentina  @espasa aparentemente ustedes sacaron un nuevo modelo y no me enteré?  parece que viene directo de Alemania...con pronunciación y todo! https://t.co/PZy4BsEcDD
2019-04-22 20:27:02,mitreyelcampo,"Les presentamos a nuestra Volkswagen Amarok personalizada, el vehículo oficial de Mitre y el campo! 😎😎 @carolina_jalon @vwargentina @VWAmarokArg https://t.co/ZCOBtqAtCz"
