2018-10-10 11:02:33,ChristianelDiaz,Un desastre como está @Aerolineas_AR ! Siempre con problemas en las puertas y a último momento se ponen a armarlas. https://t.co/56DEl7ZQDl,Negativo
2018-10-10 03:12:27,econtarino1,@Aerolineas_AR Hola que tal? como pago el codigo de reserva para un pasaje?,Neutro
2018-10-10 03:00:38,MaCris1540,@RitucciFernanda @bettyboo1050 @Guillodietrich @Aerolineas_AR No sabes buscar! Familiares viajaron de Corrientes a Buenos Aires x 1000 $ ida y vuelta!!!!!,Positivo
2018-10-10 02:58:16,DanielaSaulo,@RitucciFernanda @Aerolineas_AR encontré para mayo del 2019 a 1500 cada tramo cuando habitualmente están entre 3500 y 5000 cada tramo para mi fue un golazo,Positivo
2018-10-10 02:32:32,wertygol,Hola @Aerolineas_AR por qué no sos la primera aerolínea en poner subtítulos en distintos idiomas a las películas que pasan a bordo y lo promocionas como que pensás en la gente hipoacúsica. Capaz te ganás algún premio internacional o algo así. Te dejo la idea.,Neutro
2018-10-10 01:27:50,anitachehin,@Aerolineas_AR Otra mentira sideral de aerolíneas argentinas recién entré y cuestan una fortuna,Negativo
2018-10-10 01:05:06,iturramarian,@Aerolineas_AR Dejen de mentir,Negativo
2018-10-09 23:38:05,NetValue1,"Gracias @Aerolineas_AR por traernos a casa, después de cerrar una gran jornada! #amamosloquehacemos https://t.co/1c7DwJ20yC",Positivo
2018-10-09 22:47:36,JaninCarolina,"@Aerolineas_AR Aprovecho para felicitar a la tripulacion del vuelo 1135 Madrid- Bs As Dom 7/10, por la calidez y buena predisposición durante las 12 hs de vuelo. Lo bueno tambien vale decirlo.",Positivo
2018-10-09 21:58:09,OrugaChina,"@Aerolineas_AR Devolveme mi num de socio, q hace un año pierdo millones de millas",Negativo
2018-10-09 21:49:38,Josimohamad,@Aerolineas_AR Una estafa. Un venta de humo. Un verso descomunal. Es publicidad engañosa. No existen esos precios aun mirando varias fechas,Negativo
2018-10-09 21:42:26,2016cato,@forasteroDibera @Aerolineas_AR Perdón pero la empresa miente con los precios de ésta promoción  o me vas a decir q no?,Negativo
2018-10-09 21:36:06,quedecis01,"@Aerolineas_AR No solo es info falsa, sino que las tarifas que son más caras no incluyen equipaje ni asiento...  como las low cost que tanto critican y q no quieren dejar operar!",Negativo
2018-10-09 21:32:07,RitucciFernanda,@gustinValdes @Aerolineas_AR @DNDConsumidor Son una mentira @Aerolineas_AR ...no existe la promo...busqué diferentes fechas a propósito....y salen desde $5000...@DNDConsumidor,Negativo
2018-10-09 21:07:47,ErvgomezRosanna,@Aerolineas_AR Que sea TODO EL AÑO las promociones,Neutro
2018-10-09 21:02:46,DantasMartin,En Mendoza ya promocionan los vuelos de @Aerolineas_AR a Mar del plata para la temporada de verano 2019. https://t.co/dx7Zmx4mnt,Neutro
2018-10-09 20:57:41,enteturismomza,Directivos de @Aerolineas_AR presentaron la operación de vuelos de verano de la compañía. Se ofrecerá un 15% más de asientos que en 2018. Además se suma Mendoza - Mar del Plata con 5 frecuencias semanales. https://t.co/WaNDSlSqV1,Positivo
2018-10-09 20:33:24,eltanodegonnet,@Aerolineas_AR Hijos de putaaaaa! De donde sacan esos precios? 19 lucas para 2 desde San Martín de los Andes?!!!,Negativo
2018-10-09 20:22:52,gmcalvo,@Aerolineas_AR No existe tal promoción busque en todas las opciones y por 700 pesos no voy a ningún lado ...,Negativo
2018-10-09 20:07:10,forasteroDibera,@Liliana202702 @Aerolineas_AR Gracias,Positivo
2018-10-09 19:46:15,Marinamdlp,@Aerolineas_AR Algún día responden los reclamos por algún medio? Terrible atención al cliente. Me voy a cambiar de programa de pasajero frecuente 😡,Negativo
2018-10-09 19:37:52,ViajarSiempre,@ElMundoOk @ViajesChat @iatiseguros @Aerolineas_AR Muchas graciassssssss✈️✈️✈️,Positivo
2018-10-09 19:35:14,ElMundoOk,@ViajarSiempre @ViajesChat @iatiseguros @Aerolineas_AR ¡Qué preciosidad! #viajeschat,Positivo
2018-10-09 19:34:12,ViajarSiempre,"@ElMundoOk @ViajesChat @iatiseguros R4: Una de las fotos más lindas que saqué volando, y es mi pinned tweet. Aterrizaje con @Aerolineas_AR en Aeropuerto El Prat, Barcelona en abril 2016.  #ViajesChat https://t.co/k8dUQj56Ep",Positivo
2018-10-09 19:34:12,ViajarSiempre,"@ElMundoOk @ViajesChat @iatiseguros R4: Una de las fotos más lindas que saqué volando, y es mi pinned tweet. Aterrizaje con @Aerolineas_AR en Aeropuerto El Prat, Barcelona en abril 2016.  #ViajesChat https://t.co/k8dUQj56Ep",Positivo
2018-10-09 18:50:35,RitucciFernanda,Mentiraaaa....@Aerolineas_AR ..me canse de buscar..y no hay esos precios https://t.co/idjk7jk14t,Negativo
2018-10-09 18:11:30,barbaritajack,"Que cagada que @Aerolineas_AR te cambié siempre el vuelo, tengo una vida y cosas que hacer",Negativo
2018-10-09 17:46:15,Leticiaestevez,@Aerolineas_AR es un verdadero orgullo. Da placer viajar por nuestra línea de bandera. 🇦🇷,Positivo
2018-10-09 17:38:07,MayoCaty,@Aerolineas_AR Intente comprar en las fechas a varios destinos y nunca respetan esa tarifa... #estafa #mentira 😒,Negativo
2018-10-09 17:18:30,tresge71,A volar se ha dicho! Por @Aerolineas_AR 😊 a la bella Córdoba! https://t.co/5MSjzv9u5g,Positivo
2018-10-09 17:15:33,ocherep,@Aerolineas_AR hace lo que quiere. Te pasa un vuelo 7 horas y te avisa 24 hs antes...¿ no pueden resolver el problema en este tiempo? Total... el que se jode es el que llega tarde y pierde sus pasajes en Argentina,Negativo
2018-10-09 16:49:17,Seniorpepinillo,@InfoViajera @Aerolineas_AR Yo no lei pero vi la tabla y es genial,Positivo
2018-10-09 16:14:55,ferpetris,Cuando uno enumera los motivos para volar por @Aerolineas_AR seguro @malenitaeche es uno! Gracias nuevamente y un abrazo! https://t.co/13l9BC22x4,Positivo
2018-10-09 16:09:59,malenitaeche,@ferpetris @Aerolineas_AR Uy! Que sorpresa! gracias!  Es mi obligacion! Bienvenido a bordo SIEMPRE! HASTA PRONTO!,Positivo
2018-10-09 16:03:20,rami101276,@Aerolineas_AR Es mentira esta promo....busque los destinos que busque en las fechas indicadas por Uds. Los precios no son los que dicen.,Negativo
2018-10-09 15:51:39,InfoViajera,"@misjj40 @todoporviajar @Aerolineas_AR Regionales: variado (algo mejor, algo peor) - Internacionales: sin cambios por ahora",Neutro
2018-10-09 15:40:39,ViajarSiempre,@InfoViajera @todoporviajar @Aerolineas_AR Totalmente! Muy aprovechable!!!!,Positivo
2018-10-09 15:37:38,InfoViajera,@ViajarSiempre @todoporviajar @Aerolineas_AR El cambio en cabotaje es una fiesta,Positivo
2018-10-09 15:24:36,LioCoria,"hola @Aerolineas_AR si selecciono + de un adulto para comprar pasaje, los precios publicados son x cada pasaje o por todos?",Neutro
2018-10-09 15:22:23,alva1508,Siguen entregando las rutas nacionales a empresas extranjeras mientras que a @Aerolineas_AR le siguen quitando rutas. Competencia desleal y buscan el vaciamiento de la aerolínea de bandera. #LosCielosNoSeVenden  https://t.co/uJ76jzudZY,Negativo
2018-10-09 15:19:06,chinitasolari,@Aerolineas_AR  buenos días quiero agradecer el trato especial q tuvieron con mi madre un servicio excelente  Ida y vuelta,Positivo
2018-10-09 14:53:30,julidelsolar,"Ayer tuve el privilegio de participar de “Vivir de pie”, con @jeanmaggime, gracias a la invitación de @Aerolineas_AR y @Delta.  Fue una lindísima jornada de aprendizaje y de trabajo en equipo armando bicicletas. Comparto link para sumarse a esta iniciativa https://t.co/HXE45Unel1 https://t.co/latdWCBQFg",Positivo
2018-10-09 14:48:20,Luuucilu,@Aerolineas_AR ¿Cuándo ponen 12 cuotas s/i con todas las tarjetas? :(,Neutro
2018-10-09 14:44:59,DNDConsumidor,"@gustinValdes @Aerolineas_AR ¡Hola! Si encontraste una oferta que te pareció engañosa, podés reclamar acá → https://t.co/VI6XE5CVmb.",Neutro
2018-10-09 14:36:20,Geocastellino,"@Aerolineas_AR Hola AA, necesito que POR FAVOR me respondan por algun lado, nunca solucionan nada, y como pasajero frecuente siempre pierdo. ME SOLUCIONAN ALGO PORFA?",Negativo
